PA,R,H,Db,HR,RBI,BB,SO
89,6,20,3,0,5,3,24.0
237,43,68,4,1,22,14,0.0
588,62,141,22,16,73,81,41.0
112,6,16,2,0,6,6,29.0
680,97,141,24,3,53,103,39.0
56,12,18,4,0,12,10,0.0
634,74,157,18,15,83,70,61.0
673,102,146,18,5,41,89,47.0
122,9,21,4,1,12,20,0.0
243,16,59,10,0,21,7,12.0
579,45,127,28,5,60,35,44.0
157,13,34,0,0,5,22,14.0
61,1,14,3,0,8,6,3.0
323,23,70,11,1,21,33,16.0
276,27,59,14,4,31,20,21.0
125,20,34,10,0,17,13,0.0
103,13,25,3,0,9,3,0.0
194,19,48,5,1,16,16,16.0
65,3,8,2,0,8,0,15.0
58,1,5,1,0,2,3,3.0
316,22,87,10,1,28,21,30.0
89,10,20,1,0,5,10,7.0
158,39,43,7,7,27,18,0.0
591,105,154,26,29,85,40,78.0
168,29,50,8,5,28,5,0.0
487,73,112,20,16,78,82,59.0
221,10,44,4,1,10,16,19.0
304,19,66,6,0,20,26,26.0
77,5,11,2,3,15,8,19.0
71,7,19,2,0,5,1,7.0
293,28,60,9,1,17,38,25.0
450,60,111,12,5,36,64,21.0
69,3,5,2,0,2,3,18.0
153,24,41,5,2,25,27,11.0
573,50,154,14,0,42,23,8.0
652,77,159,29,7,85,49,42.0
87,8,14,0,0,6,2,0.0
56,3,9,2,0,3,0,12.0
169,19,34,10,1,13,9,18.0
75,5,15,3,0,6,9,5.0
223,19,55,10,5,33,28,16.0
88,8,14,0,1,4,6,12.0
554,60,150,28,2,35,32,17.0
453,59,104,15,8,51,80,44.0
637,77,162,31,9,94,97,26.0
569,79,181,28,1,41,59,37.0
229,25,40,9,7,32,23,51.0
73,13,23,6,1,12,4,0.0
226,28,78,10,0,43,11,0.0
185,31,46,4,1,22,9,0.0
53,10,8,1,0,8,6,0.0
89,13,16,3,0,6,7,9.0
383,60,96,22,6,44,47,66.0
443,59,111,17,17,69,27,63.0
140,21,30,4,1,7,12,10.0
104,7,23,8,0,12,5,13.0
155,14,27,6,0,10,15,0.0
205,31,32,4,1,11,30,0.0
173,26,26,3,0,4,19,0.0
693,125,181,40,32,114,162,47.0
68,10,17,1,0,3,11,0.0
132,19,36,2,0,12,11,0.0
68,13,12,2,0,8,7,0.0
175,22,35,4,3,17,15,12.0
111,4,14,2,2,12,11,22.0
87,7,21,2,0,10,7,5.0
455,48,130,13,4,54,48,17.0
121,6,33,6,2,13,1,19.0
524,68,124,24,5,51,61,45.0
51,3,5,0,0,4,1,10.0
206,16,39,7,6,27,22,32.0
438,40,97,18,15,64,36,55.0
485,52,102,17,0,14,45,57.0
404,55,103,21,14,79,35,26.0
103,12,26,9,3,11,4,0.0
434,34,85,15,3,38,40,45.0
453,60,108,18,2,24,23,23.0
295,33,78,20,1,21,25,23.0
62,4,10,2,0,3,3,10.0
96,13,24,5,1,12,8,15.0
594,63,156,16,0,47,94,35.0
296,25,59,10,5,38,45,43.0
530,78,154,17,2,40,60,22.0
210,32,68,16,1,24,11,0.0
134,13,35,10,0,15,15,7.0
412,47,72,8,0,18,73,26.0
187,37,44,8,3,26,14,0.0
55,3,10,2,0,5,2,0.0
179,29,39,6,2,13,19,0.0
83,11,18,4,0,8,9,0.0
80,9,22,4,1,8,3,0.0
90,5,14,0,0,2,2,40.0
56,6,9,1,1,9,6,13.0
62,5,15,4,1,7,6,0.0
56,12,11,1,2,6,3,5.0
97,14,23,3,2,14,5,9.0
137,13,37,12,1,24,15,9.0
450,57,123,19,4,30,27,32.0
95,15,16,1,0,7,12,18.0
61,12,15,2,0,6,5,0.0
67,9,11,3,0,3,9,0.0
173,12,39,3,1,17,11,0.0
179,19,28,5,2,10,27,16.0
497,70,143,24,14,98,25,24.0
301,46,68,8,0,16,37,23.0
57,3,10,2,0,7,2,12.0
54,3,10,2,0,5,4,0.0
51,3,11,3,0,1,0,6.0
454,56,108,27,6,45,31,77.0
196,23,42,7,4,23,17,35.0
50,2,8,0,0,3,0,7.0
79,4,17,1,0,8,6,0.0
676,116,199,34,18,106,98,9.0
59,9,30,7,1,16,4,0.0
82,3,15,1,0,2,5,16.0
164,21,36,6,2,20,12,0.0
56,5,8,1,0,7,1,9.0
90,4,12,1,0,2,5,20.0
83,3,18,1,0,10,2,8.0
134,19,31,6,0,19,3,0.0
417,62,109,19,3,48,48,16.0
156,18,35,4,2,20,7,17.0
189,40,67,22,6,53,22,0.0
109,7,22,2,0,5,2,0.0
221,43,57,9,0,15,22,0.0
65,8,18,2,0,11,8,0.0
52,8,15,3,1,7,1,7.0
381,33,86,12,0,19,24,18.0
140,22,42,10,2,26,10,0.0
52,7,10,1,1,4,4,0.0
321,32,72,11,9,45,36,45.0
85,15,22,1,1,11,1,10.0
156,16,35,4,2,13,11,0.0
373,41,93,16,3,40,35,29.0
506,58,115,18,13,70,55,50.0
98,15,25,1,1,8,7,11.0
440,38,106,17,1,40,25,19.0
298,43,84,5,9,38,23,13.0
143,19,35,7,0,12,15,0.0
565,56,119,13,7,60,41,78.0
85,2,9,2,0,7,5,29.0
249,32,51,6,0,21,31,17.0
259,30,62,9,3,23,32,27.0
56,8,12,2,1,3,5,10.0
115,15,29,2,0,12,14,0.0
322,40,77,12,16,54,28,29.0
284,24,66,11,0,18,14,16.0
279,36,59,13,3,15,38,19.0
62,7,19,4,2,10,7,0.0
105,4,15,2,0,5,13,3.0
581,85,175,39,3,48,24,36.0
114,23,40,8,1,18,7,0.0
70,5,12,0,0,5,5,12.0
176,12,36,11,0,15,8,0.0
296,26,72,11,0,22,22,8.0
722,110,207,34,2,44,65,34.0
756,127,185,40,9,87,101,58.0
669,110,190,26,39,155,67,30.0
101,9,17,2,1,4,6,27.0
500,83,132,23,14,66,54,77.0
619,94,150,23,27,111,83,49.0
101,7,27,2,0,11,1,1.0
97,11,21,3,0,8,9,0.0
51,6,7,2,0,0,3,11.0
167,22,41,6,0,19,11,0.0
365,60,65,9,6,19,49,55.0
286,22,54,7,1,28,36,33.0
319,36,79,17,8,54,26,28.0
166,30,42,8,5,32,26,0.0
179,27,43,9,3,18,18,18.0
677,99,153,24,23,100,131,57.0
641,86,171,40,30,95,47,58.0
271,19,59,6,2,28,38,20.0
606,81,169,33,10,103,51,31.0
644,81,146,27,7,88,113,37.0
83,12,11,0,0,2,11,4.0
106,1,9,2,0,3,1,39.0
97,12,16,2,0,3,5,0.0
106,14,27,1,1,24,2,0.0
185,25,44,4,0,15,18,0.0
297,31,70,9,1,35,32,37.0
89,5,14,1,1,8,3,10.0
53,4,5,0,0,1,5,0.0
64,9,12,3,0,4,2,9.0
120,10,22,7,1,14,16,11.0
55,6,13,1,1,6,4,6.0
414,55,108,20,4,44,43,32.0
107,18,22,3,2,16,26,4.0
53,6,7,0,0,1,8,13.0
69,9,6,1,2,7,12,9.0
79,9,19,1,1,9,4,3.0
70,5,17,3,0,4,4,0.0
57,4,13,2,0,3,0,6.0
262,23,54,10,3,21,39,36.0
254,48,60,8,0,31,37,0.0
100,10,16,1,1,10,10,0.0
527,65,138,27,1,66,74,44.0
633,96,154,21,32,124,77,68.0
605,100,156,26,30,107,74,39.0
72,10,21,2,0,10,3,0.0
166,18,30,4,1,23,18,13.0
500,68,120,19,9,42,42,62.0
370,35,94,9,4,34,36,25.0
127,24,40,4,1,15,14,0.0
475,42,116,21,3,48,22,39.0
74,6,13,0,1,3,5,0.0
52,5,10,3,1,8,1,0.0
63,5,10,1,0,3,7,24.0
202,20,60,4,2,24,26,0.0
56,5,8,2,0,1,3,8.0
75,6,13,2,0,5,4,19.0
534,58,110,17,9,44,72,50.0
420,64,116,26,20,76,51,46.0
87,8,19,0,0,5,7,0.0
524,60,117,21,14,61,48,74.0
674,138,181,42,25,100,76,42.0
471,63,116,22,15,60,64,46.0
55,13,18,4,0,7,4,0.0
134,15,37,3,1,20,7,9.0
528,48,120,18,11,70,43,61.0
359,28,88,11,1,34,21,11.0
435,64,109,15,1,31,40,25.0
58,2,11,0,0,7,0,2.0
75,14,19,5,1,11,1,0.0
65,5,14,4,0,4,3,6.0
137,11,23,1,1,12,22,9.0
56,11,8,0,0,3,3,0.0
178,26,42,4,6,29,20,0.0
106,4,13,3,0,7,4,22.0
639,85,190,35,6,61,46,20.0
512,53,132,16,4,42,24,68.0
492,59,131,20,12,64,41,30.0
116,3,21,4,1,8,11,26.0
523,58,122,21,10,81,36,45.0
74,5,13,3,0,6,1,19.0
66,9,20,2,2,9,3,5.0
637,99,127,22,16,55,119,87.0
108,15,27,6,1,13,16,13.0
281,36,56,13,2,29,56,23.0
414,47,112,24,2,44,33,15.0
656,91,166,24,31,119,89,52.0
289,41,66,15,6,44,41,25.0
62,8,14,1,0,7,9,0.0
50,5,11,1,0,4,3,4.0
118,4,28,8,0,14,4,17.0
265,53,53,11,0,21,58,0.0
75,8,6,0,0,4,8,18.0
670,104,147,19,40,123,112,61.0
397,49,104,23,12,57,18,32.0
297,26,60,12,4,20,20,19.0
291,40,77,15,4,40,28,32.0
651,61,144,25,1,58,66,52.0
91,7,11,1,1,8,10,21.0
80,10,22,3,0,5,4,6.0
270,34,47,8,2,33,42,28.0
264,51,52,6,2,18,57,20.0
555,41,119,16,0,46,56,36.0
438,60,114,14,6,38,18,18.0
73,2,11,2,1,4,5,22.0
439,31,93,12,0,27,48,32.0
53,9,15,3,1,11,7,0.0
379,30,87,14,4,31,47,38.0
245,27,50,3,0,15,18,19.0
98,14,21,4,2,12,6,21.0
111,11,26,2,0,4,6,10.0
366,23,92,15,2,46,30,19.0
129,20,34,9,5,21,8,23.0
57,12,19,5,0,8,1,0.0
142,20,30,7,4,17,27,0.0
86,1,12,0,0,4,0,22.0
345,58,98,17,13,55,35,50.0
541,65,133,18,5,52,68,22.0
51,4,12,2,0,3,1,0.0
391,51,93,19,14,44,48,41.0
122,9,21,4,2,12,21,11.0
249,40,84,15,5,50,18,0.0
659,117,167,24,18,59,68,63.0
314,35,70,15,5,31,30,30.0
52,1,10,2,0,3,2,4.0
93,6,14,0,0,10,8,6.0
119,9,21,3,1,10,16,0.0
176,21,40,7,3,25,10,17.0
477,47,128,12,2,54,34,31.0
75,9,13,4,1,5,5,16.0
700,69,152,19,6,54,74,38.0
231,16,54,12,4,27,10,25.0
646,88,183,41,12,120,48,43.0
52,9,10,1,1,10,2,0.0
94,19,22,11,1,12,6,13.0
83,9,8,0,0,2,11,0.0
85,3,5,0,0,2,10,30.0
613,70,143,26,4,43,37,54.0
178,30,44,8,3,13,17,0.0
605,72,146,21,14,86,64,34.0
423,43,95,19,5,44,35,26.0
68,8,11,2,0,4,2,22.0
166,18,28,3,1,7,26,10.0
421,35,92,20,2,42,30,19.0
238,22,53,9,1,29,28,15.0
59,3,9,2,0,6,4,8.0
60,6,15,0,2,12,3,2.0
81,6,18,4,0,9,6,0.0
194,14,45,9,4,34,10,9.0
605,95,168,21,0,46,68,22.0
384,45,104,22,1,39,32,34.0
188,10,36,4,1,7,15,25.0
50,2,9,2,0,4,3,0.0
346,33,75,11,11,41,40,38.0
198,25,42,12,2,25,13,21.0
80,10,12,4,0,4,8,0.0
101,11,25,1,0,4,7,0.0
63,1,6,0,0,3,0,19.0
558,47,120,12,5,56,69,42.0
244,28,47,7,2,16,19,27.0
495,45,115,20,14,61,19,40.0
161,26,52,11,3,27,8,0.0
656,82,204,30,4,56,45,17.0
658,110,162,26,40,125,94,37.0
240,30,48,11,4,18,27,12.0
212,26,49,12,2,29,21,19.0
381,35,86,12,14,46,39,50.0
82,12,29,4,1,9,0,3.0
575,91,143,16,23,80,77,57.0
56,2,8,1,0,2,4,15.0
579,56,149,21,1,71,60,40.0
698,135,230,46,39,131,79,34.0
98,12,26,2,1,11,8,0.0
102,12,30,6,2,14,6,0.0
108,6,19,0,0,6,10,14.0
285,41,61,12,0,19,52,15.0
581,68,129,24,19,67,81,60.0
137,10,37,6,3,21,11,0.0
288,40,79,10,13,64,38,25.0
91,8,19,1,0,11,7,0.0
231,33,56,12,0,25,31,15.0
78,3,17,3,0,7,3,2.0
606,82,171,30,26,101,50,50.0
108,10,22,2,0,11,8,0.0
83,6,13,1,0,8,1,11.0
259,14,47,8,0,17,25,21.0
223,33,59,6,3,27,19,0.0
68,12,18,3,0,8,4,8.0
53,8,16,2,1,8,2,0.0
325,31,69,8,2,27,34,40.0
677,124,159,26,3,55,99,32.0
546,51,140,28,5,42,50,33.0
65,4,10,1,0,5,10,0.0
499,57,123,22,7,82,39,51.0
64,4,7,2,0,7,4,26.0
76,6,8,1,0,4,3,9.0
657,96,166,40,8,79,86,71.0
304,55,92,13,0,15,19,25.0
67,2,7,1,0,0,2,27.0
90,10,19,4,0,11,5,11.0
655,96,155,31,9,75,79,63.0
159,17,30,8,1,19,29,21.0
92,6,16,3,1,16,4,22.0
65,11,20,3,0,11,5,0.0
52,11,12,2,1,8,8,6.0
338,24,57,10,4,34,37,46.0
74,6,12,1,1,5,4,16.0
539,65,117,13,6,50,60,24.0
184,24,39,9,0,16,14,0.0
65,0,12,0,0,5,3,5.0
53,1,11,2,1,5,6,16.0
215,19,46,11,2,22,24,26.0
123,14,28,2,0,20,8,0.0
478,72,112,17,10,43,47,54.0
373,47,82,14,8,39,46,30.0
648,108,170,38,12,85,57,37.0
540,53,125,18,16,83,36,42.0
66,4,5,0,0,1,5,14.0
714,85,186,27,4,51,61,41.0
204,15,35,2,1,17,6,0.0
63,8,10,1,2,7,6,0.0
349,30,77,13,4,41,39,12.0
206,15,47,16,1,22,8,14.0
219,32,64,14,0,37,3,0.0
58,3,10,0,1,4,4,10.0
250,26,48,8,8,28,42,37.0
86,12,20,3,0,8,5,0.0
132,22,32,9,2,12,5,0.0
79,9,11,3,1,4,4,17.0
375,44,85,18,9,54,46,31.0
148,14,26,3,0,10,21,16.0
598,78,138,22,35,97,60,85.0
65,6,18,2,0,9,7,0.0
70,7,14,3,0,9,0,8.0
317,23,88,18,5,45,22,27.0
112,14,31,8,2,21,8,17.0
361,43,88,17,1,14,18,15.0
94,3,11,1,0,4,3,19.0
79,9,12,0,2,9,4,7.0
104,11,22,4,2,14,14,0.0
123,22,31,5,1,22,16,0.0
403,44,78,11,18,64,61,94.0
459,49,88,11,13,44,58,68.0
59,4,7,0,0,4,6,11.0
199,21,43,6,4,32,34,31.0
132,11,25,3,0,16,1,3.0
438,64,111,21,4,36,28,16.0
58,3,7,0,0,4,3,13.0
186,29,51,10,2,24,15,0.0
502,60,122,21,11,56,47,46.0
262,30,54,6,0,21,31,34.0
637,91,176,27,11,90,81,29.0
60,9,12,2,1,9,6,0.0
387,25,78,11,4,36,23,76.0
77,7,22,1,0,7,5,0.0
172,22,39,6,5,21,12,27.0
126,11,24,3,3,11,7,13.0
197,37,50,7,1,16,14,0.0
477,71,92,17,12,61,82,33.0
103,10,15,3,1,7,6,24.0
57,4,8,0,0,2,5,0.0
566,40,123,30,3,65,18,52.0
313,49,79,14,2,29,61,13.0
123,27,35,5,3,18,19,0.0
716,114,171,25,29,137,77,56.0
347,34,75,12,1,26,41,26.0
469,47,109,19,10,69,35,53.0
460,56,112,17,7,69,49,27.0
610,90,130,20,3,32,86,62.0
198,25,36,4,0,12,22,25.0
356,23,65,6,4,33,51,29.0
158,13,38,8,0,21,20,0.0
82,10,17,3,0,4,4,5.0
594,64,125,23,7,60,60,60.0
77,6,16,2,0,15,9,0.0
513,54,125,26,5,68,62,32.0
192,48,56,13,4,27,25,0.0
507,75,117,20,16,63,30,77.0
150,23,42,9,1,16,12,0.0
97,11,26,3,1,13,4,10.0
533,70,111,23,10,67,81,54.0
121,10,27,1,1,11,9,9.0
76,6,15,3,1,2,5,14.0
83,6,13,0,0,2,2,14.0
274,52,63,13,1,19,31,17.0
476,72,117,17,3,46,81,13.0
144,19,30,3,3,22,21,8.0
89,6,11,2,1,2,7,21.0
253,37,73,15,1,16,4,7.0
192,14,39,5,0,11,11,5.0
619,78,135,27,3,48,54,43.0
584,50,139,23,8,58,39,39.0
83,2,7,0,0,4,4,17.0
132,10,22,3,0,10,20,11.0
614,87,166,27,7,44,43,19.0
393,50,89,20,11,53,70,55.0
466,39,129,19,2,54,52,18.0
368,34,97,11,2,23,33,30.0
197,17,47,8,5,26,24,17.0
162,9,38,9,1,21,15,23.0
76,10,21,2,0,6,4,0.0
230,23,64,8,0,34,17,0.0
209,26,47,6,0,12,9,0.0
55,5,8,2,0,3,0,9.0
59,4,5,1,0,2,1,13.0
179,8,38,7,0,26,13,18.0
449,49,97,19,7,67,48,70.0
479,78,122,10,17,65,46,40.0
174,19,26,4,8,21,27,29.0
145,14,20,3,4,16,20,36.0
280,29,62,14,1,28,19,16.0
183,24,48,13,0,20,14,12.0
80,2,6,0,0,3,3,31.0
64,5,11,2,0,10,4,9.0
233,34,53,7,2,19,28,0.0
69,11,15,3,0,6,5,0.0
231,26,45,7,0,14,26,0.0
108,9,16,2,1,5,10,18.0
200,16,32,3,0,10,22,0.0
638,124,188,44,25,127,126,41.0
136,31,52,7,0,18,15,0.0
198,11,54,8,3,27,14,0.0
291,34,66,8,1,23,24,21.0
499,50,127,15,4,61,38,18.0
120,9,23,3,0,16,14,22.0
567,74,140,24,17,76,52,63.0
58,4,8,0,0,6,7,15.0
648,74,138,32,2,50,82,51.0
150,11,30,7,1,12,19,12.0
127,14,27,5,1,13,16,6.0
63,14,17,6,2,10,5,0.0
596,77,174,39,12,74,48,48.0
204,17,35,1,0,7,12,11.0
218,26,61,5,0,16,9,16.0
308,32,70,16,0,25,26,36.0
152,10,17,3,1,5,14,21.0
619,82,148,21,5,58,121,24.0
728,84,188,18,1,37,58,38.0
170,18,36,4,0,12,21,13.0
50,2,5,1,0,1,3,9.0
474,38,101,15,1,40,84,32.0
51,3,10,1,0,2,1,14.0
344,25,67,9,2,26,31,32.0
183,23,38,9,3,31,25,22.0
344,56,82,6,10,45,37,42.0
91,12,19,5,1,8,6,8.0
179,15,37,4,1,15,9,21.0
134,11,23,6,0,13,14,14.0
443,59,115,20,20,91,22,25.0
365,38,78,9,0,18,27,24.0
93,7,15,0,0,8,2,20.0
118,15,24,6,5,21,19,17.0
484,40,118,27,9,59,27,36.0
245,21,49,6,6,19,23,31.0
307,39,65,4,4,26,38,17.0
561,53,135,20,4,60,70,10.0
73,2,13,3,0,6,7,19.0
83,5,15,2,0,6,4,5.0
80,5,5,1,0,2,9,26.0
83,7,11,0,0,2,0,6.0
84,8,21,3,0,6,4,14.0
97,7,24,2,0,6,1,8.0
384,61,97,14,6,61,38,18.0
95,14,27,2,3,18,6,8.0
60,4,15,0,1,12,4,4.0
86,8,16,4,0,13,2,20.0
69,8,19,3,0,3,0,3.0
58,6,7,0,0,1,3,9.0
507,65,125,22,22,82,67,36.0
287,38,71,15,3,30,24,32.0
477,57,120,20,6,43,20,43.0
674,89,164,24,24,108,80,68.0
414,46,106,22,8,49,45,31.0
66,5,13,2,0,5,5,7.0
73,11,17,5,1,5,5,6.0
122,8,24,2,3,18,8,7.0
78,8,13,4,1,9,4,7.0
389,36,78,7,3,25,29,58.0
523,54,123,21,2,42,63,44.0
91,4,14,3,1,5,5,29.0
167,10,40,6,3,16,14,19.0
158,14,31,4,4,21,7,8.0
331,34,86,9,16,62,21,24.0
105,10,17,1,0,3,9,1.0
426,48,91,18,8,40,30,18.0
239,21,60,10,4,34,9,18.0
573,74,146,23,3,53,31,43.0
87,7,20,0,1,6,9,16.0
625,48,161,24,1,53,31,24.0
85,5,17,4,0,4,0,6.0
409,60,97,21,3,38,35,49.0
605,68,176,22,1,51,51,40.0
706,126,186,34,8,60,96,55.0
329,58,94,14,14,67,55,18.0
83,5,10,0,0,2,10,22.0
650,106,153,25,24,85,91,90.0
623,91,167,30,18,109,75,33.0
54,1,0,0,0,0,7,22.0
168,12,34,4,1,11,26,11.0
54,6,10,3,0,2,8,6.0
174,24,31,3,8,25,25,15.0
196,25,51,8,7,21,19,22.0
52,9,11,3,0,2,4,11.0
578,77,135,29,17,76,90,38.0
674,92,184,39,25,110,59,61.0
374,32,87,12,2,42,50,19.0
508,68,131,21,7,72,70,38.0
672,81,138,21,3,78,136,51.0
58,4,9,1,0,4,2,15.0
81,7,17,2,2,10,2,23.0
172,16,42,7,2,18,8,27.0
518,57,108,19,11,51,84,65.0
86,5,18,2,0,11,7,10.0
79,3,17,3,0,5,0,6.0
296,42,63,6,0,21,32,9.0
596,95,177,27,18,106,37,29.0
62,7,12,2,1,7,3,9.0
91,12,14,4,0,2,12,8.0
308,32,69,16,6,36,41,35.0
276,25,63,14,3,26,31,19.0
163,25,36,3,1,13,18,9.0
211,24,40,6,3,19,20,32.0
510,54,132,23,0,56,58,21.0
633,74,136,18,20,84,83,33.0
573,71,119,22,24,79,61,62.0
588,87,139,26,26,90,95,37.0
72,5,8,0,0,0,6,27.0
418,60,102,19,11,73,65,27.0
344,41,79,14,3,31,37,26.0
93,7,16,1,0,6,3,16.0
285,29,59,13,4,27,18,22.0
110,12,27,2,1,10,5,8.0
700,83,174,32,6,53,25,47.0
61,7,7,2,0,9,8,9.0
67,7,12,0,4,7,4,21.0
605,71,141,38,11,69,62,48.0
72,4,12,1,0,4,1,21.0
56,5,6,0,0,3,7,6.0
126,17,34,7,9,23,15,26.0
529,54,105,19,8,55,49,89.0
94,3,13,1,0,6,6,25.0
502,90,118,20,24,85,86,34.0
282,48,67,12,8,42,47,21.0
170,22,30,6,0,9,17,11.0
676,94,170,23,23,115,66,64.0
55,4,10,0,0,3,5,6.0
275,28,64,11,2,26,20,43.0
425,47,101,20,8,59,39,6.0
62,5,12,3,0,3,7,3.0
349,50,106,11,5,36,30,26.0
81,8,19,2,0,7,1,14.0
183,17,42,6,2,18,8,21.0
76,6,16,2,0,10,4,4.0
86,12,18,2,0,7,8,5.0
93,7,17,3,0,7,17,11.0
107,2,16,3,0,4,4,18.0
388,43,89,18,2,26,20,48.0
383,48,82,11,8,56,48,44.0
403,51,114,20,8,62,16,20.0
73,2,8,0,0,1,0,15.0
604,71,130,35,19,77,65,66.0
682,128,138,25,23,81,149,80.0
160,15,36,5,1,14,23,13.0
364,43,99,15,6,42,29,17.0
613,97,179,38,3,59,71,13.0
144,17,29,4,3,16,25,15.0
103,7,20,1,0,10,7,15.0
292,35,57,9,8,30,38,26.0
470,49,117,23,9,57,37,40.0
92,6,12,1,1,8,4,20.0
251,16,46,4,0,19,21,23.0
108,11,12,2,0,7,6,24.0
667,116,170,19,54,127,117,61.0
142,25,25,6,2,12,22,20.0
550,63,164,26,8,68,19,24.0
572,80,131,28,23,77,66,91.0
539,71,142,19,2,47,49,25.0
378,46,94,15,4,31,25,23.0
80,4,10,2,2,7,5,27.0
409,45,98,17,1,44,39,44.0
61,7,12,3,1,9,6,4.0
188,18,52,10,1,27,9,17.0
64,1,2,0,0,1,3,19.0
151,18,33,2,3,16,9,23.0
307,38,47,9,1,15,61,33.0
322,25,68,13,3,37,16,20.0
123,17,29,6,7,19,10,20.0
63,4,12,1,0,5,2,15.0
304,25,63,14,3,28,41,12.0
247,33,51,10,6,27,35,27.0
525,57,110,14,3,59,75,24.0
336,35,85,18,11,48,44,42.0
61,6,17,2,4,12,2,8.0
69,6,15,2,0,6,3,5.0
685,97,186,32,11,65,62,31.0
202,32,48,11,5,22,16,12.0
321,28,74,9,8,49,32,22.0
53,8,17,0,0,10,4,4.0
354,48,85,16,2,25,37,11.0
122,18,30,5,2,10,9,8.0
261,31,65,9,8,27,21,44.0
84,9,20,8,1,4,7,8.0
487,62,124,26,9,67,29,23.0
200,17,46,7,1,16,29,19.0
369,56,75,13,7,38,58,50.0
571,61,140,31,5,70,37,42.0
581,81,153,19,12,70,78,20.0
120,13,22,2,0,6,14,10.0
155,16,37,6,2,13,17,16.0
172,15,37,6,1,7,21,15.0
158,17,29,5,2,14,14,12.0
271,30,57,9,4,21,24,30.0
55,1,9,1,0,7,7,14.0
281,21,64,12,3,25,17,34.0
310,35,66,12,4,26,21,36.0
381,50,80,9,5,45,41,24.0
672,73,173,27,6,83,101,50.0
78,3,10,2,0,4,2,19.0
127,17,25,5,1,6,7,8.0
302,21,55,10,6,29,29,21.0
685,81,203,16,3,56,43,11.0
442,59,102,15,18,62,50,19.0
370,49,85,19,1,25,51,19.0
330,28,81,11,10,39,49,32.0
61,5,13,4,0,1,5,6.0
117,7,29,4,1,13,5,13.0
357,55,83,8,12,59,42,29.0
186,17,38,2,5,23,13,14.0
75,6,17,2,1,10,4,16.0
269,16,48,7,2,24,29,17.0
722,128,207,41,36,123,107,38.0
260,28,54,8,4,32,11,12.0
102,8,22,4,0,10,5,16.0
117,8,18,3,0,6,12,19.0
57,7,12,2,0,6,13,8.0
350,42,70,8,11,40,45,53.0
70,4,18,2,0,6,3,11.0
297,28,69,18,7,50,31,15.0
111,15,32,4,1,14,5,11.0
149,24,28,5,3,10,21,12.0
138,12,36,3,1,11,9,12.0
175,19,42,9,5,31,15,41.0
214,15,54,9,2,18,12,13.0
592,79,146,29,18,69,63,33.0
127,9,29,3,0,13,3,10.0
257,26,56,8,2,15,14,24.0
713,111,185,27,2,69,100,19.0
106,16,28,4,1,10,12,9.0
660,84,171,20,0,44,54,51.0
60,6,13,3,0,3,4,6.0
62,7,9,0,0,2,5,15.0
269,29,63,8,3,29,24,27.0
93,10,16,1,0,6,8,18.0
634,83,158,26,11,63,80,81.0
155,23,41,4,1,14,13,8.0
105,7,16,4,1,3,2,31.0
201,14,34,3,0,6,5,33.0
59,3,14,1,0,11,5,6.0
107,7,13,1,0,6,13,19.0
743,132,172,27,16,73,116,59.0
407,43,108,18,3,34,13,32.0
258,32,60,8,8,40,33,42.0
274,41,58,11,12,40,35,26.0
93,8,17,3,0,10,13,15.0
86,12,15,4,0,5,12,8.0
325,25,67,16,4,29,30,40.0
301,44,81,18,6,49,23,38.0
441,53,108,19,6,47,47,38.0
712,110,169,22,5,65,72,34.0
79,2,5,1,0,4,7,18.0
420,59,94,17,11,42,42,35.0
411,38,89,12,13,56,73,21.0
603,66,155,27,18,78,67,30.0
704,122,203,38,16,124,86,27.0
84,5,8,0,0,7,7,28.0
114,7,19,2,0,6,16,5.0
625,72,136,19,0,31,50,31.0
51,3,7,2,0,5,7,4.0
69,4,2,0,0,2,1,19.0
486,57,96,22,8,54,64,68.0
234,28,52,13,6,20,21,30.0
234,36,66,7,2,25,21,27.0
102,10,20,3,0,3,2,2.0
210,17,41,5,5,25,44,24.0
234,26,57,12,3,31,17,34.0
170,22,36,6,4,16,18,19.0
398,59,104,17,27,83,37,47.0
139,17,30,7,1,13,17,19.0
78,4,13,2,0,4,4,15.0
162,12,40,6,3,19,9,9.0
82,9,17,2,0,10,8,10.0
77,4,10,2,0,4,4,10.0
702,102,190,25,3,54,51,18.0
411,52,81,11,24,68,69,74.0
545,84,144,28,16,91,70,75.0
149,8,41,2,0,13,18,5.0
107,12,20,0,0,5,11,6.0
447,42,119,19,7,50,25,38.0
311,39,69,12,5,22,34,42.0
655,92,191,34,13,96,79,37.0
519,57,117,21,8,35,36,77.0
615,100,161,28,23,92,56,92.0
277,29,59,13,7,37,25,38.0
120,11,18,0,2,10,4,27.0
376,46,77,13,13,45,52,36.0
54,5,5,0,0,0,7,12.0
589,49,146,28,3,45,9,44.0
628,90,144,24,1,42,113,41.0
712,113,177,31,39,159,101,73.0
247,22,58,10,4,32,22,24.0
447,58,110,23,8,43,49,33.0
190,29,41,8,0,11,29,20.0
62,8,11,2,0,5,3,9.0
478,44,119,24,10,75,23,35.0
473,42,109,14,5,48,62,22.0
130,11,25,2,2,10,16,22.0
215,16,45,6,2,18,26,20.0
286,29,55,8,0,18,38,35.0
320,51,77,10,9,34,42,30.0
689,99,198,35,27,109,44,45.0
219,20,39,5,3,19,27,17.0
113,17,26,5,4,19,13,4.0
